"","Taxon","Family","Order","Importer","Exporter","Year","n"
"8257","Cymbidium aloifolium","Orchidaceae","Orchidales","JP","VN",2009,0
"8258","Cymbidium aloifolium","Orchidaceae","Orchidales","JP","VN",2010,0
"8259","Cymbidium aloifolium","Orchidaceae","Orchidales","JP","VN",2011,0
"8260","Cymbidium aloifolium","Orchidaceae","Orchidales","JP","VN",2012,0
"8261","Cymbidium aloifolium","Orchidaceae","Orchidales","JP","VN",2013,0
"8262","Cymbidium aloifolium","Orchidaceae","Orchidales","JP","VN",2014,0
"8263","Cymbidium aloifolium","Orchidaceae","Orchidales","JP","VN",2015,0
"8264","Cymbidium aloifolium","Orchidaceae","Orchidales","JP","VN",2016,0
"8265","Cymbidium aloifolium","Orchidaceae","Orchidales","JP","VN",2017,0
"8266","Cymbidium aloifolium","Orchidaceae","Orchidales","JP","VN",2018,0
"8267","Cymbidium aloifolium","Orchidaceae","Orchidales","JP","VN",2019,0
"8268","Cymbidium aloifolium","Orchidaceae","Orchidales","JP","VN",2020,0
"8269","Cymbidium aloifolium","Orchidaceae","Orchidales","US","VN",2000,0
"8270","Cymbidium aloifolium","Orchidaceae","Orchidales","US","VN",2001,0
"8271","Cymbidium aloifolium","Orchidaceae","Orchidales","US","VN",2002,30
"8272","Cymbidium aloifolium","Orchidaceae","Orchidales","US","VN",2003,0
"8273","Cymbidium aloifolium","Orchidaceae","Orchidales","US","VN",2004,0
"8274","Cymbidium aloifolium","Orchidaceae","Orchidales","US","VN",2005,0
"8275","Cymbidium aloifolium","Orchidaceae","Orchidales","US","VN",2006,0
"8276","Cymbidium aloifolium","Orchidaceae","Orchidales","US","VN",2007,0
"8277","Cymbidium aloifolium","Orchidaceae","Orchidales","US","VN",2008,0
"8278","Cymbidium aloifolium","Orchidaceae","Orchidales","US","VN",2009,0
"8279","Cymbidium aloifolium","Orchidaceae","Orchidales","US","VN",2010,0
"8280","Cymbidium aloifolium","Orchidaceae","Orchidales","US","VN",2011,0
"8281","Cymbidium aloifolium","Orchidaceae","Orchidales","US","VN",2012,0
"8282","Cymbidium aloifolium","Orchidaceae","Orchidales","US","VN",2013,0
"8283","Cymbidium aloifolium","Orchidaceae","Orchidales","US","VN",2014,0
"8284","Cymbidium aloifolium","Orchidaceae","Orchidales","US","VN",2015,0
"8285","Cymbidium aloifolium","Orchidaceae","Orchidales","US","VN",2016,0
"8286","Cymbidium aloifolium","Orchidaceae","Orchidales","US","VN",2017,0
"8287","Cymbidium aloifolium","Orchidaceae","Orchidales","US","VN",2018,0
"8288","Cymbidium aloifolium","Orchidaceae","Orchidales","US","VN",2019,0
"8289","Cymbidium aloifolium","Orchidaceae","Orchidales","US","VN",2020,0
"8290","Cymbidium dayanum","Orchidaceae","Orchidales","JP","VN",2000,0
"8291","Cymbidium dayanum","Orchidaceae","Orchidales","JP","VN",2001,0
"8292","Cymbidium dayanum","Orchidaceae","Orchidales","JP","VN",2002,0
"8293","Cymbidium dayanum","Orchidaceae","Orchidales","JP","VN",2003,10
"8294","Cymbidium dayanum","Orchidaceae","Orchidales","JP","VN",2004,35
"8295","Cymbidium dayanum","Orchidaceae","Orchidales","JP","VN",2005,0
"8296","Cymbidium dayanum","Orchidaceae","Orchidales","JP","VN",2006,0
"8297","Cymbidium dayanum","Orchidaceae","Orchidales","JP","VN",2007,0
"8298","Cymbidium dayanum","Orchidaceae","Orchidales","JP","VN",2008,0
"8299","Cymbidium dayanum","Orchidaceae","Orchidales","JP","VN",2009,0
"8300","Cymbidium dayanum","Orchidaceae","Orchidales","JP","VN",2010,0
"8301","Cymbidium dayanum","Orchidaceae","Orchidales","JP","VN",2011,0
"8302","Cymbidium dayanum","Orchidaceae","Orchidales","JP","VN",2012,0
"8303","Cymbidium dayanum","Orchidaceae","Orchidales","JP","VN",2013,0
"8304","Cymbidium dayanum","Orchidaceae","Orchidales","JP","VN",2014,0
"8305","Cymbidium dayanum","Orchidaceae","Orchidales","JP","VN",2015,0
"8306","Cymbidium dayanum","Orchidaceae","Orchidales","JP","VN",2016,0
"8307","Cymbidium dayanum","Orchidaceae","Orchidales","JP","VN",2017,0
"8308","Cymbidium dayanum","Orchidaceae","Orchidales","JP","VN",2018,0
"8309","Cymbidium dayanum","Orchidaceae","Orchidales","JP","VN",2019,0
"8310","Cymbidium dayanum","Orchidaceae","Orchidales","JP","VN",2020,0
"8311","Cymbidium dayanum","Orchidaceae","Orchidales","US","VN",2000,0
"8312","Cymbidium dayanum","Orchidaceae","Orchidales","US","VN",2001,0
"8313","Cymbidium dayanum","Orchidaceae","Orchidales","US","VN",2002,0
"8314","Cymbidium dayanum","Orchidaceae","Orchidales","US","VN",2003,3
"8315","Cymbidium dayanum","Orchidaceae","Orchidales","US","VN",2004,0
"8316","Cymbidium dayanum","Orchidaceae","Orchidales","US","VN",2005,0
"8317","Cymbidium dayanum","Orchidaceae","Orchidales","US","VN",2006,0
"8318","Cymbidium dayanum","Orchidaceae","Orchidales","US","VN",2007,0
"8319","Cymbidium dayanum","Orchidaceae","Orchidales","US","VN",2008,0
"8320","Cymbidium dayanum","Orchidaceae","Orchidales","US","VN",2009,0
"8321","Cymbidium dayanum","Orchidaceae","Orchidales","US","VN",2010,0
"8322","Cymbidium dayanum","Orchidaceae","Orchidales","US","VN",2011,0
"8323","Cymbidium dayanum","Orchidaceae","Orchidales","US","VN",2012,0
"8324","Cymbidium dayanum","Orchidaceae","Orchidales","US","VN",2013,0
"8325","Cymbidium dayanum","Orchidaceae","Orchidales","US","VN",2014,0
"8326","Cymbidium dayanum","Orchidaceae","Orchidales","US","VN",2015,0
"8327","Cymbidium dayanum","Orchidaceae","Orchidales","US","VN",2016,0
"8328","Cymbidium dayanum","Orchidaceae","Orchidales","US","VN",2017,0
"8329","Cymbidium dayanum","Orchidaceae","Orchidales","US","VN",2018,0
"8330","Cymbidium dayanum","Orchidaceae","Orchidales","US","VN",2019,0
"8331","Cymbidium dayanum","Orchidaceae","Orchidales","US","VN",2020,0
"8332","Cymbidium devonianum","Orchidaceae","Orchidales","JP","VN",2000,0
"8333","Cymbidium devonianum","Orchidaceae","Orchidales","JP","VN",2001,3
"8334","Cymbidium devonianum","Orchidaceae","Orchidales","JP","VN",2002,0
"8335","Cymbidium devonianum","Orchidaceae","Orchidales","JP","VN",2003,35
"8336","Cymbidium devonianum","Orchidaceae","Orchidales","JP","VN",2004,135
"8337","Cymbidium devonianum","Orchidaceae","Orchidales","JP","VN",2005,0
"8338","Cymbidium devonianum","Orchidaceae","Orchidales","JP","VN",2006,0
"8339","Cymbidium devonianum","Orchidaceae","Orchidales","JP","VN",2007,0
"8340","Cymbidium devonianum","Orchidaceae","Orchidales","JP","VN",2008,0
"8341","Cymbidium devonianum","Orchidaceae","Orchidales","JP","VN",2009,0
"8342","Cymbidium devonianum","Orchidaceae","Orchidales","JP","VN",2010,0
"8343","Cymbidium devonianum","Orchidaceae","Orchidales","JP","VN",2011,0
"8344","Cymbidium devonianum","Orchidaceae","Orchidales","JP","VN",2012,0
"8345","Cymbidium devonianum","Orchidaceae","Orchidales","JP","VN",2013,0
"8346","Cymbidium devonianum","Orchidaceae","Orchidales","JP","VN",2014,0
"8347","Cymbidium devonianum","Orchidaceae","Orchidales","JP","VN",2015,0
"8348","Cymbidium devonianum","Orchidaceae","Orchidales","JP","VN",2016,0
"8349","Cymbidium devonianum","Orchidaceae","Orchidales","JP","VN",2017,0
"8350","Cymbidium devonianum","Orchidaceae","Orchidales","JP","VN",2018,0
"8351","Cymbidium devonianum","Orchidaceae","Orchidales","JP","VN",2019,0
"8352","Cymbidium devonianum","Orchidaceae","Orchidales","JP","VN",2020,0
"8353","Cymbidium devonianum","Orchidaceae","Orchidales","US","VN",2000,0
"8354","Cymbidium devonianum","Orchidaceae","Orchidales","US","VN",2001,0
"8355","Cymbidium devonianum","Orchidaceae","Orchidales","US","VN",2002,0
"8356","Cymbidium devonianum","Orchidaceae","Orchidales","US","VN",2003,2
"8357","Cymbidium devonianum","Orchidaceae","Orchidales","US","VN",2004,0
"8358","Cymbidium devonianum","Orchidaceae","Orchidales","US","VN",2005,0
"8359","Cymbidium devonianum","Orchidaceae","Orchidales","US","VN",2006,0
"8360","Cymbidium devonianum","Orchidaceae","Orchidales","US","VN",2007,0
"8361","Cymbidium devonianum","Orchidaceae","Orchidales","US","VN",2008,0
"8362","Cymbidium devonianum","Orchidaceae","Orchidales","US","VN",2009,0
"8363","Cymbidium devonianum","Orchidaceae","Orchidales","US","VN",2010,0
"8364","Cymbidium devonianum","Orchidaceae","Orchidales","US","VN",2011,0
"8365","Cymbidium devonianum","Orchidaceae","Orchidales","US","VN",2012,0
"8366","Cymbidium devonianum","Orchidaceae","Orchidales","US","VN",2013,0
"8367","Cymbidium devonianum","Orchidaceae","Orchidales","US","VN",2014,0
"8368","Cymbidium devonianum","Orchidaceae","Orchidales","US","VN",2015,0
"8369","Cymbidium devonianum","Orchidaceae","Orchidales","US","VN",2016,0
"8370","Cymbidium devonianum","Orchidaceae","Orchidales","US","VN",2017,0
"8371","Cymbidium devonianum","Orchidaceae","Orchidales","US","VN",2018,0
"8372","Cymbidium devonianum","Orchidaceae","Orchidales","US","VN",2019,0
"8373","Cymbidium devonianum","Orchidaceae","Orchidales","US","VN",2020,0
"8374","Cymbidium eburneum","Orchidaceae","Orchidales","JP","MM",2000,0
"8375","Cymbidium eburneum","Orchidaceae","Orchidales","JP","MM",2001,0
"8376","Cymbidium eburneum","Orchidaceae","Orchidales","JP","MM",2002,0
"8377","Cymbidium eburneum","Orchidaceae","Orchidales","JP","MM",2003,1
"8378","Cymbidium eburneum","Orchidaceae","Orchidales","JP","MM",2004,0
"8379","Cymbidium eburneum","Orchidaceae","Orchidales","JP","MM",2005,0
"8380","Cymbidium eburneum","Orchidaceae","Orchidales","JP","MM",2006,0
"8381","Cymbidium eburneum","Orchidaceae","Orchidales","JP","MM",2007,0
"8382","Cymbidium eburneum","Orchidaceae","Orchidales","JP","MM",2008,0
"8383","Cymbidium eburneum","Orchidaceae","Orchidales","JP","MM",2009,0
"8384","Cymbidium eburneum","Orchidaceae","Orchidales","JP","MM",2010,0
"8385","Cymbidium eburneum","Orchidaceae","Orchidales","JP","MM",2011,0
"8386","Cymbidium eburneum","Orchidaceae","Orchidales","JP","MM",2012,0
"8387","Cymbidium eburneum","Orchidaceae","Orchidales","JP","MM",2013,0
"8388","Cymbidium eburneum","Orchidaceae","Orchidales","JP","MM",2014,0
"8389","Cymbidium eburneum","Orchidaceae","Orchidales","JP","MM",2015,0
"8390","Cymbidium eburneum","Orchidaceae","Orchidales","JP","MM",2016,0
"8391","Cymbidium eburneum","Orchidaceae","Orchidales","JP","MM",2017,0
"8392","Cymbidium eburneum","Orchidaceae","Orchidales","JP","MM",2018,0
"8393","Cymbidium eburneum","Orchidaceae","Orchidales","JP","MM",2019,0
"8394","Cymbidium eburneum","Orchidaceae","Orchidales","JP","MM",2020,0
"8395","Cymbidium eburneum","Orchidaceae","Orchidales","JP","VN",2000,50
"8396","Cymbidium eburneum","Orchidaceae","Orchidales","JP","VN",2001,2
"8397","Cymbidium eburneum","Orchidaceae","Orchidales","JP","VN",2002,0
"8398","Cymbidium eburneum","Orchidaceae","Orchidales","JP","VN",2003,35
"8399","Cymbidium eburneum","Orchidaceae","Orchidales","JP","VN",2004,110
"8400","Cymbidium eburneum","Orchidaceae","Orchidales","JP","VN",2005,0
"8401","Cymbidium eburneum","Orchidaceae","Orchidales","JP","VN",2006,0
"8402","Cymbidium eburneum","Orchidaceae","Orchidales","JP","VN",2007,0
"8403","Cymbidium eburneum","Orchidaceae","Orchidales","JP","VN",2008,0
"8404","Cymbidium eburneum","Orchidaceae","Orchidales","JP","VN",2009,0
"8405","Cymbidium eburneum","Orchidaceae","Orchidales","JP","VN",2010,0
"8406","Cymbidium eburneum","Orchidaceae","Orchidales","JP","VN",2011,0
"8407","Cymbidium eburneum","Orchidaceae","Orchidales","JP","VN",2012,0
"8408","Cymbidium eburneum","Orchidaceae","Orchidales","JP","VN",2013,0
"8409","Cymbidium eburneum","Orchidaceae","Orchidales","JP","VN",2014,0
"8410","Cymbidium eburneum","Orchidaceae","Orchidales","JP","VN",2015,0
"8411","Cymbidium eburneum","Orchidaceae","Orchidales","JP","VN",2016,0
"8412","Cymbidium eburneum","Orchidaceae","Orchidales","JP","VN",2017,0
"8413","Cymbidium eburneum","Orchidaceae","Orchidales","JP","VN",2018,0
"8414","Cymbidium eburneum","Orchidaceae","Orchidales","JP","VN",2019,0
"8415","Cymbidium eburneum","Orchidaceae","Orchidales","JP","VN",2020,0
"8416","Cymbidium eburneum","Orchidaceae","Orchidales","US","VN",2000,0
"8417","Cymbidium eburneum","Orchidaceae","Orchidales","US","VN",2001,0
"8418","Cymbidium eburneum","Orchidaceae","Orchidales","US","VN",2002,0
"8419","Cymbidium eburneum","Orchidaceae","Orchidales","US","VN",2003,1
"8420","Cymbidium eburneum","Orchidaceae","Orchidales","US","VN",2004,0
"8421","Cymbidium eburneum","Orchidaceae","Orchidales","US","VN",2005,0
"8422","Cymbidium eburneum","Orchidaceae","Orchidales","US","VN",2006,0
"8423","Cymbidium eburneum","Orchidaceae","Orchidales","US","VN",2007,0
"8424","Cymbidium eburneum","Orchidaceae","Orchidales","US","VN",2008,0
"8425","Cymbidium eburneum","Orchidaceae","Orchidales","US","VN",2009,0
"8426","Cymbidium eburneum","Orchidaceae","Orchidales","US","VN",2010,0
"8427","Cymbidium eburneum","Orchidaceae","Orchidales","US","VN",2011,0
"8428","Cymbidium eburneum","Orchidaceae","Orchidales","US","VN",2012,0
"8429","Cymbidium eburneum","Orchidaceae","Orchidales","US","VN",2013,0
"8430","Cymbidium eburneum","Orchidaceae","Orchidales","US","VN",2014,0
"8431","Cymbidium eburneum","Orchidaceae","Orchidales","US","VN",2015,0
"8432","Cymbidium eburneum","Orchidaceae","Orchidales","US","VN",2016,0
"8433","Cymbidium eburneum","Orchidaceae","Orchidales","US","VN",2017,0
"8434","Cymbidium eburneum","Orchidaceae","Orchidales","US","VN",2018,0
"8435","Cymbidium eburneum","Orchidaceae","Orchidales","US","VN",2019,0
"8436","Cymbidium eburneum","Orchidaceae","Orchidales","US","VN",2020,0
"8437","Cymbidium elegans","Orchidaceae","Orchidales","JP","MM",2000,0
"8438","Cymbidium elegans","Orchidaceae","Orchidales","JP","MM",2001,0
"8439","Cymbidium elegans","Orchidaceae","Orchidales","JP","MM",2002,0
"8440","Cymbidium elegans","Orchidaceae","Orchidales","JP","MM",2003,1
"8441","Cymbidium elegans","Orchidaceae","Orchidales","JP","MM",2004,0
"8442","Cymbidium elegans","Orchidaceae","Orchidales","JP","MM",2005,0
"8443","Cymbidium elegans","Orchidaceae","Orchidales","JP","MM",2006,0
"8444","Cymbidium elegans","Orchidaceae","Orchidales","JP","MM",2007,0
"8445","Cymbidium elegans","Orchidaceae","Orchidales","JP","MM",2008,0
"8446","Cymbidium elegans","Orchidaceae","Orchidales","JP","MM",2009,0
"8447","Cymbidium elegans","Orchidaceae","Orchidales","JP","MM",2010,0
"8448","Cymbidium elegans","Orchidaceae","Orchidales","JP","MM",2011,0
"8449","Cymbidium elegans","Orchidaceae","Orchidales","JP","MM",2012,0
"8450","Cymbidium elegans","Orchidaceae","Orchidales","JP","MM",2013,0
"8451","Cymbidium elegans","Orchidaceae","Orchidales","JP","MM",2014,0
"8452","Cymbidium elegans","Orchidaceae","Orchidales","JP","MM",2015,0
"8453","Cymbidium elegans","Orchidaceae","Orchidales","JP","MM",2016,0
"8454","Cymbidium elegans","Orchidaceae","Orchidales","JP","MM",2017,0
"8455","Cymbidium elegans","Orchidaceae","Orchidales","JP","MM",2018,0
"8456","Cymbidium elegans","Orchidaceae","Orchidales","JP","MM",2019,0
"8457","Cymbidium elegans","Orchidaceae","Orchidales","JP","MM",2020,0
"8458","Cymbidium ensifolium","Orchidaceae","Orchidales","JP","VN",2000,0
"8459","Cymbidium ensifolium","Orchidaceae","Orchidales","JP","VN",2001,2
"8460","Cymbidium ensifolium","Orchidaceae","Orchidales","JP","VN",2002,0
"8461","Cymbidium ensifolium","Orchidaceae","Orchidales","JP","VN",2003,10
"8462","Cymbidium ensifolium","Orchidaceae","Orchidales","JP","VN",2004,35
"8463","Cymbidium ensifolium","Orchidaceae","Orchidales","JP","VN",2005,0
"8464","Cymbidium ensifolium","Orchidaceae","Orchidales","JP","VN",2006,0
"8465","Cymbidium ensifolium","Orchidaceae","Orchidales","JP","VN",2007,0
"8466","Cymbidium ensifolium","Orchidaceae","Orchidales","JP","VN",2008,0
"8467","Cymbidium ensifolium","Orchidaceae","Orchidales","JP","VN",2009,0
"8468","Cymbidium ensifolium","Orchidaceae","Orchidales","JP","VN",2010,0
"8469","Cymbidium ensifolium","Orchidaceae","Orchidales","JP","VN",2011,0
"8470","Cymbidium ensifolium","Orchidaceae","Orchidales","JP","VN",2012,0
"8471","Cymbidium ensifolium","Orchidaceae","Orchidales","JP","VN",2013,0
"8472","Cymbidium ensifolium","Orchidaceae","Orchidales","JP","VN",2014,0
"8473","Cymbidium ensifolium","Orchidaceae","Orchidales","JP","VN",2015,0
"8474","Cymbidium ensifolium","Orchidaceae","Orchidales","JP","VN",2016,0
"8475","Cymbidium ensifolium","Orchidaceae","Orchidales","JP","VN",2017,0
"8476","Cymbidium ensifolium","Orchidaceae","Orchidales","JP","VN",2018,0
"8477","Cymbidium ensifolium","Orchidaceae","Orchidales","JP","VN",2019,0
"8478","Cymbidium ensifolium","Orchidaceae","Orchidales","JP","VN",2020,0
"8479","Cymbidium ensifolium","Orchidaceae","Orchidales","US","VN",2000,0
"8480","Cymbidium ensifolium","Orchidaceae","Orchidales","US","VN",2001,0
"8481","Cymbidium ensifolium","Orchidaceae","Orchidales","US","VN",2002,0
"8482","Cymbidium ensifolium","Orchidaceae","Orchidales","US","VN",2003,4
"8483","Cymbidium ensifolium","Orchidaceae","Orchidales","US","VN",2004,0
"8484","Cymbidium ensifolium","Orchidaceae","Orchidales","US","VN",2005,0
"8485","Cymbidium ensifolium","Orchidaceae","Orchidales","US","VN",2006,0
"8486","Cymbidium ensifolium","Orchidaceae","Orchidales","US","VN",2007,0
"8487","Cymbidium ensifolium","Orchidaceae","Orchidales","US","VN",2008,0
"8488","Cymbidium ensifolium","Orchidaceae","Orchidales","US","VN",2009,0
"8489","Cymbidium ensifolium","Orchidaceae","Orchidales","US","VN",2010,0
"8490","Cymbidium ensifolium","Orchidaceae","Orchidales","US","VN",2011,0
"8491","Cymbidium ensifolium","Orchidaceae","Orchidales","US","VN",2012,0
"8492","Cymbidium ensifolium","Orchidaceae","Orchidales","US","VN",2013,0
"8493","Cymbidium ensifolium","Orchidaceae","Orchidales","US","VN",2014,0
"8494","Cymbidium ensifolium","Orchidaceae","Orchidales","US","VN",2015,0
"8495","Cymbidium ensifolium","Orchidaceae","Orchidales","US","VN",2016,0
"8496","Cymbidium ensifolium","Orchidaceae","Orchidales","US","VN",2017,0
"8497","Cymbidium ensifolium","Orchidaceae","Orchidales","US","VN",2018,0
"8498","Cymbidium ensifolium","Orchidaceae","Orchidales","US","VN",2019,0
"8499","Cymbidium ensifolium","Orchidaceae","Orchidales","US","VN",2020,0
"8500","Cymbidium erythraeum","Orchidaceae","Orchidales","JP","VN",2000,0
"8501","Cymbidium erythraeum","Orchidaceae","Orchidales","JP","VN",2001,0
"8502","Cymbidium erythraeum","Orchidaceae","Orchidales","JP","VN",2002,50
"8503","Cymbidium erythraeum","Orchidaceae","Orchidales","JP","VN",2003,0
"8504","Cymbidium erythraeum","Orchidaceae","Orchidales","JP","VN",2004,0
"8505","Cymbidium erythraeum","Orchidaceae","Orchidales","JP","VN",2005,0
"8506","Cymbidium erythraeum","Orchidaceae","Orchidales","JP","VN",2006,0
"8507","Cymbidium erythraeum","Orchidaceae","Orchidales","JP","VN",2007,0
"8508","Cymbidium erythraeum","Orchidaceae","Orchidales","JP","VN",2008,0
"8509","Cymbidium erythraeum","Orchidaceae","Orchidales","JP","VN",2009,0
"8510","Cymbidium erythraeum","Orchidaceae","Orchidales","JP","VN",2010,0
"8511","Cymbidium erythraeum","Orchidaceae","Orchidales","JP","VN",2011,0
"8512","Cymbidium erythraeum","Orchidaceae","Orchidales","JP","VN",2012,0
"8513","Cymbidium erythraeum","Orchidaceae","Orchidales","JP","VN",2013,0
